url,rank2017,startedDateTime,cdn,reqTotal,reqHtml,reqJS,reqCSS,reqImg,bytesTotal,bytesHtml,bytesJS,bytesCSS,bytesImg,TTFB,performanceScore,firstContentfulPaint,maxPotentialFirstInputDelay,speedIndex,firstMeaningfulPaint,firstCPUIdle,timeToInteractive
m.chiebukuro.yahoo.co.jp,28,1584064927,"",24,1,9,2,11,261748,15420,96585,7927,141507,1987,0.84,3138.835,288.409,3688,3557.72,3695.699,3695.699
m.yahoo.co.jp,28,1584616376,Yahoo,78,6,28,2,29,1306995,55554,638858,512230,90197,1855,0.24,6492.219,641.821,7066,6492.219,9754.295,9754.295
www.yahoo.co.jp,28,1584750032,Yahoo,132,9,35,1,74,1792348,50250,598838,222425,910678,3533,0.25,5651.433,751.696,6501,5913.382,11006.487,11006.487
m.address.yahoo.co.jp,28,1583983414,"",19,3,5,2,6,112850,5884,55378,7273,43394,3842,0.71,4036.028,72.218,4315,4036.028,4606.472,4606.472
www.google.com.br,29,1583982526,Google,37,16,5,1,15,352388,44296,277577,2983,27532,1395,0.96,926.108,126.386,1797,1002.552,3430.9,3430.9
m.hao123.com,30,1584571736,"",111,10,33,3,65,848894,73407,293851,97121,384515,2189,0.29,4037.278,492.948,6099,4037.278,10407.409,16629.511
m.money.yandex.ru,32,1583087620,"",47,4,12,2,24,1150650,11365,398380,41583,475446,6674,0.36,4152.474,174.25,5845,4152.474,8067.358,11639.4619999924
m.taxi.yandex.ru,32,1584295540,"",27,2,18,1,4,670419,6829,278133,29262,315271,2983,0.53,3245.59,503.038,4635,3245.59,8686.56,8686.56
m.rabota.yandex.ru,32,1584224659,"",13,2,7,1,1,462419,57325,284083,27177,5430,2738,0.63,3343.866,137.256,4156,3411.762,6814.163,6814.163000001908
m.zen.yandex.ru,32,1584615009,"",44,2,11,1,26,995906,152321,543226,12247,154616,3974,0.37,3954.264,741.652,5684,3954.264,10891.717,10891.717
m.market.yandex.ru,32,1583756622,"",80,4,12,0,57,2093975,82247,428962,0,1467734,2282,0.33,2101.788,354.373,7934,4516.007,7301.974,22236.873
m.store.yandex.ru,32,1584123467,"",30,1,6,1,22,800868,4014,256144,10860,529850,2138,0.53,5174.55,37.441,6328,5174.55,5174.55,5174.55
m.news.yandex.ru,32,1584226119,"",69,1,31,1,30,1174910,146467,494396,1247,399304,4177,0.34,3683.898,781.974,5766,3683.898,13454.524,13454.524
m.realty.yandex.ru,32,1583574074,"",89,6,38,4,32,5686051,124178,2206115,109678,3069468,3074,0.13,5310.118,2160.534,7914,5310.118,17967.829,28381.872
www.yandex.ru,32,1583645288,"",42,1,19,2,19,637489,84806,448233,18030,86420,2923,0.74,2787.113,96.191,4107,3119.349,5487.42,5487.419999999046
m.yandex.ru,32,1584606635,"",46,1,20,2,22,653662,88369,486945,18030,60318,3302,0.69,2434.637,107.421,3613,2958.304,7113.901,7113.901
www.google.com.hk,33,1583427809,Google,32,11,5,1,15,353134,43996,278623,2983,27532,1360,0.96,968.942,122.49,2044,968.942,3530.718,3530.718
www.google.it,34,1583824819,Google,32,11,5,1,15,353334,44021,278798,2983,27532,1369,0.97,867.59,137.767,1957,997.552,3262.811,3262.811
www.pages.ebay.com,35,1583097784,"",162,14,61,6,70,1392503,129930,991477,30060,174813,2226,0.57,1537.174,730.034,2155,1826.247,13426.607,13426.607
www.charity.ebay.com,35,1584357184,"",27,2,10,1,14,1336906,13991,308515,51836,962564,1844,0.47,3399.421,129.81,5541,3399.421,8900.124,8905.919
www.m.ebay.com,35,1584375410,"",85,4,24,3,47,827677,56137,486749,24239,204246,1412,0.53,1961.342,742.849,2578,2333.373,15914.271,15914.2709999924
m.ebay.com,35,1584135073,Akamai,118,9,43,6,52,1106600,104771,806529,30060,110785,2982,0.46,3026.061,785.784,3386,3379.451,16538.087,16538.087
www.id.ebay.com,35,1584533491,"",47,1,5,1,40,318109,11542,37361,951,268255,2172,0.86,2321.6,34.175,3695,3858.66,3858.66,3780.525
www.ebay.com,35,1583168194,Akamai,109,8,38,6,50,1014023,97826,736550,30060,95529,1424,0.55,2050.157,700.385,2447,2210.208,13831.987,13831.9870000076
www.google.es,37,1583827420,Google,32,11,5,1,15,353338,44025,278798,2983,27532,1368,0.98,910.037,128.826,1914,957.922,3202.103,3202.103
blog.msn.com,38,1583130114,"",65,4,22,10,23,1401556,31847,202427,51229,909901,2987,0.38,4786.221,73.967,5427,4786.221,7225.033,10365.967
www.msn.com,38,1584719037,Microsoft Azure,178,26,30,1,74,805873,88807,377655,25284,263468,1478,0.57,2079.433,307.378,4097,3373.392,9682.239,9682.239
www.bing.com,41,1583338798,"",59,8,11,0,34,322208,58332,32803,0,231073,1415,0.98,1182.594,312.484,2113,1182.594,3016.138,3016.138
www.netflix.com,42,1584730633,"",36,3,3,3,7,2086076,87812,811837,67078,386327,2034,0.46,3747.856,602.961,3837,3818.782,10945.766,10945.766
www.beta.netflix.com,42,1583249556,"",40,3,3,3,9,2198750,91274,808310,67253,502907,1756,0.77,2554.877,529.539,2790,2713.06,6039.584,6039.584
m.ja.aliexpress.com,43,1583112547,Akamai,60,3,25,3,27,613749,11231,294745,11241,186588,1518,0.53,1524.322,114.831,5924,3660.286,8496.553,8496.553
m.ru.aliexpress.com,43,1583808998,"",68,4,26,3,30,570377,11403,310555,11241,181586,5216,0.29,3953.923,114.488,7754,6470.996,9844.352,9844.352
m.th.aliexpress.com,43,1584407610,Akamai,59,3,25,3,26,616849,11958,297432,11413,186102,1567,0.59,3428.073,115.109,6623,4486.034,5218.027,5218.027
m.pl.aliexpress.com,43,1583108175,"",56,3,25,3,23,614284,11220,294724,11241,187155,1646,0.7,2073.897,155.299,4294,3489.146,6422.349,6422.349
m.id.aliexpress.com,43,1583720551,"",58,3,25,4,25,564629,12965,294761,21101,208418,1766,,2632.647,70.82,6220,3712.606,5330.824,
m.ar.aliexpress.com,43,1584733868,"",91,4,32,4,47,2113179,13659,329627,21104,1527781,1797,,2031.923,226.841,9136,4942.146,12350.152,
m.tr.aliexpress.com,43,1583349066,"",63,3,25,4,29,684803,12902,294692,21101,246164,1558,0.46,2790.255,96.887,7417,4268.215,7823.107,7823.107
m.fr.aliexpress.com,43,1584646475,"",60,3,25,3,28,540734,11788,298333,11413,191816,2476,0.54,2349.112,148.78,5359,3831.237,8327.556,8327.556
m.vi.aliexpress.com,43,1583221185,Akamai,59,3,25,4,25,683861,13010,294092,23452,243363,1502,0.47,2353.922,107.599,7579,4123.088,7948.421,7948.421
m.it.aliexpress.com,43,1583056193,"",60,3,25,3,28,589304,11031,294947,11241,244701,1825,0.83,2334.776,128.311,4268,3708.096,4013.464,4013.464
www.aliexpress.com,43,1584028549,"",67,4,28,5,29,815874,12106,562656,30379,183349,1453,0.61,2762.577,103.939,6934,5111.761,5282.575,5282.57500000763
m.es.aliexpress.com,43,1584032594,"",58,3,25,3,26,525879,11794,295572,11241,179888,1573,0.77,2195.251,113.321,5592,3747.945,3976.856,3976.856
m.aliexpress.com,43,1583164518,Akamai,60,3,25,4,27,597598,12913,294460,23452,239389,1536,0.54,2041.016,118.185,7454,3862.063,6957.232,6957.232
m.de.aliexpress.com,43,1583486270,"",61,3,25,4,28,606343,12728,294670,21101,250460,4435,0.52,2538.895,171.628,6433,3947.967,7532.931,7532.931
m.nl.aliexpress.com,43,1584613953,"",59,3,25,3,27,535531,11672,298109,11413,186953,1444,0.75,2060.048,92.546,4971,3487.949,5056.325,5056.325
m.pt.aliexpress.com,43,1584083535,Akamai,59,3,25,3,27,532318,11766,295593,11241,186334,1602,0.65,2283.111,99.956,5311,3475.814,6366.855,6366.855
m.ko.aliexpress.com,43,1584613064,Akamai,60,3,25,3,27,616242,11956,298069,11413,184860,1535,0.71,2228.961,141.288,5952,4247.101,4657.507,4657.506999992371
m.livejasmin.com,44,1584256746,ZEIT Smart CDN,76,4,22,2,40,2074249,21884,1224204,51323,493169,3278,0.26,3870.318,649.437,9275,6712.961,10165.606,10165.606
www.livejasmin.com,44,1583921984,ZEIT Smart CDN,76,4,22,2,40,2089731,21930,1217041,51223,516025,5380,0.17,5369.598,691.041,6864,5369.598,13929.698,18279.42
m.ok.ru,45,1583695260,"",123,2,8,3,110,1075134,15050,224717,144514,690853,2554,0.37,3615.282,107.697,6100,3615.282,10778.036,10778.036
www.ok.ru,45,1583692694,"",131,2,8,3,116,1098253,15395,224717,144514,713627,6143,0.16,6661.966,111.874,8096,6661.966,8378.436,13334.048
m.imgur.com,46,1584085390,Fastly,380,46,91,2,172,5395885,48359,1512540,17172,1071719,1341,0.33,836.244,901.554,8593,4549.073,7252.725,21962.06
www.google.ca,47,1583841541,Google,32,11,5,1,15,353108,43795,278798,2983,27532,1360,0.98,897.271,115.595,1955,975.106,3147.64,3147.64
www.tumblr.com,49,1584011605,"",29,3,13,5,5,1083834,9421,652222,153164,268556,2778,0.41,5890.924,622.272,6128,5890.924,6954.277,6954.2769999962
www.microsoft.com,50,1584407997,Akamai,147,21,27,2,59,689807,48276,352579,53387,148474,2174,0.39,3655.922,83.893,9644,3655.922,7703.207,7703.207
www.catalog.update.microsoft.com,50,1584286530,"",28,4,6,1,17,124904,18782,82188,5918,18016,1567,1,672.313,16.106,710,672.315,672.315,672.313
www.google.com.mx,52,1584643967,Google,38,16,6,1,15,363857,44652,280189,2983,36033,1369,0.97,895.981,130.386,1525,998.822,3395.586,3395.586
m.imdb.com,55,1584047572,Amazon CloudFront,207,17,53,19,84,2124646,226773,539717,50710,1274390,2003,0.14,4092.08,2525.995,12103,4295.805,16938.954,22280.83
www.imdb.com,55,1584408769,Amazon CloudFront,108,2,48,18,35,1527605,216655,414482,41162,822181,3574,0.19,4474.353,2258.545,7751,4585.42,16120.313,16120.313
www.office.com,56,1583063830,Microsoft Azure,198,3,88,27,72,3164907,24754,1887205,149987,937937,1803,0.6,4207.924,62,4383,5585.06,5895.814,5895.8140000076
www.amazon.co.jp,57,1583080044,Akamai,192,14,30,9,111,2784864,164387,653301,108871,1790445,1510,0.55,2560.429,213.574,3316,2779.609,6608.6,17218.187
www.popads.net,59,1583766693,"",38,2,6,1,29,370103,2814,60500,1956,304833,1971,0.93,2616.451,38.193,2744,2616.451,2687.775,2687.775
www.tianya.cn,60,1584422368,"",32,4,9,5,11,407492,15496,78035,50855,263106,3678,0.01,11969.269,150.16,28035,11969.269,13775.104,20998.735
www.diply.com,61,1583517021,"",147,2,70,2,43,2379272,120195,1612052,21849,421801,2777,0.35,2241.297,5068.151,5826,4459.901,23117.101,23117.101
m.twitch.tv,62,1584467645,Fastly,241,18,77,0,115,3214263,67421,1022776,0,2123861,1581,0.67,1449.989,772.096,2432,1674.26,2019.595,16623.382
www.twitch.tv,62,1584666272,Fastly,251,18,84,0,115,3192761,68497,1018220,0,2105838,2840,0.64,2206.032,1103.974,3006,2353.896,3003.902,17161.25999999237
www.apple.com,63,1583706399,Akamai,70,2,14,6,39,1607981,10243,324908,65347,770938,2324,0.64,2791.362,210.327,4389,5770.641,6379.945,6379.945000000477
www.google.com.tr,64,1583224858,Google,37,16,5,1,15,350616,44141,275960,2983,27532,1360,0.98,914.836,126.547,1755,914.836,3138.437,3138.437
www.csdn.net,67,1584667300,"",48,4,19,5,18,729003,8113,273252,6832,440766,2115,0.42,2702.111,167.952,7417,2702.111,6239.954,11734.351
blog.csdn.net,67,1584521753,"",47,4,20,5,16,872775,8871,270039,6832,586993,2188,0.41,2957.429,135.873,8844,2957.429,4496.421,11557.504
www.google.com.au,68,1583135764,Google,32,11,5,1,15,350733,44235,275983,2983,27532,1343,0.98,880.124,119.901,1784,912.82,3076.818,3076.8180000005
www.love.mail.ru,70,1583346274,"",34,2,18,0,13,1986720,55255,689976,0,1148513,4180,0.27,4418.457,720.902,5775,4418.457,14657.632,15885.412
blog.mail.ru,70,1583810125,"",115,7,49,20,30,4879808,27923,1365492,919750,2328054,2538,0.02,9389.468,453.052,27531,9389.468,11529.937,30881.386
m.calendar.mail.ru,70,1584334061,"",40,4,9,0,24,546081,4510,368380,0,108007,1994,0.99,982.274,41.634,2379,982.276,988.399,988.399
www.otvet.mail.ru,70,1584645044,"",85,4,17,2,47,1134785,63957,883804,119718,67306,6526,0.15,5037.765,506.213,9144,5037.765,10471.104,15999.942000003815
m.games.mail.ru,70,1584161714,"",51,1,24,2,21,1241768,755,765690,29502,400857,2484,0.86,2949.957,17.869,4141,2949.957,2949.957,2949.957
m.my.mail.ru,70,1584690569,"",20,3,1,0,16,120729,20935,6663,0,93131,3253,0.86,2145.602,61.025,4800,2145.602,3407.299,3407.299
www.google.com.tw,71,1583561353,Google,37,16,5,1,15,353578,44277,278786,2983,27532,1348,0.97,939.019,134.624,1875,939.019,3273.955,3273.955
www.pinterest.com,72,1584668306,"",63,6,48,1,6,1180716,45019,1107235,1855,26015,1511,0.5,953.499,247.262,6147,4200.88,6691.743,9892.081
www.alipay.com,73,1584153644,"",13,3,7,1,2,128708,13019,45516,1633,68540,7417,0.54,5382.9,16,5588,5382.9,5382.9,5382.9
www.paypal.com,77,1583553688,Akamai,34,4,11,1,15,710689,10465,158426,18394,486197,3060,0.49,3354.595,89.847,5128,3354.595,9006.106,9006.106
www.sandbox.paypal.com,77,1584812325,"",34,3,10,1,15,554714,11139,159575,17684,328638,3158,0.85,2939.816,45.593,3756,2939.816,3742.803,3742.803
www.google.co.id,78,1584777524,Google,33,11,6,1,15,368707,44240,279669,2983,41815,1465,0.95,1023.063,182.001,1935,1107.088,3824.27,3824.2700000076
m.pixnet.net,79,1584263926,"",262,5,28,1,227,4139624,3063,1017292,364,3118873,4230,0.11,4317.065,1860.981,13016,14135.959,17354.336,17354.336
m.pixgoods.pixnet.net,79,1584734005,Google,57,4,17,0,34,4281772,1669,295966,0,1942150,1558,0.67,3040.932,30.395,10207,3040.932,3040.932,3040.932
www.pixnet.net,79,1583193393,"",263,4,29,1,228,4072593,3065,1005673,364,3063459,2177,0.17,3260.539,2085.574,11902,13056.356,16652.269,16652.269
shop.adobe.com,80,1583073496,Incapsula,207,19,38,6,95,745533,45725,444034,168633,83283,4451,0.11,7499.359,749.914,9611,7499.359,11360.651,12655.328
www.adobe.com,80,1584378500,Akamai,124,12,55,4,27,1359836,47963,766631,75049,248569,1479,0.37,2596.176,532.944,6356,2596.176,14537.831,14537.831
blog.coccoc.com,81,1583908378,"",105,8,41,17,22,2856787,77179,1105211,162381,1286212,2474,0.31,3935.134,159.057,6351,5852.821,5852.821,21198.543
m.coccoc.com,81,1583444231,"",105,9,39,10,39,3560754,71690,1870265,106846,1297725,2487,0.27,4203.605,138.173,6079,4203.605,10169.153,23946.8379999924
